locus_tag,old_locus_tag,start,end,Product,Length
SARO_RS01850,NA,402749,402952,hypothetical protein,203
SARO_RS01855,NA,403323,403727,hypothetical protein,404
SARO_RS01860,NA,403872,404105,hypothetical protein,233
SARO_RS01865,Saro_0373,404582,405697,Fic family protein,1115
SARO_RS01870,Saro_0374,406050,407546,SulP family inorganic anion transporter,1496
SARO_RS01875,Saro_0375,407653,408582,DUF2493 domain-containing protein,929
SARO_RS01880,Saro_0376,408916,409953,DNA primase,1037
SARO_RS01885,Saro_0377,410029,414408,methylase,4379
SARO_RS01890,Saro_0378,414602,415432,hypothetical protein,830
SARO_RS01895,Saro_0379,415429,415902,hypothetical protein,473
SARO_RS01900,Saro_0380,416008,418149,DNA-binding protein,2141
SARO_RS01905,Saro_0381,418306,419244,DUF1738 domain-containing protein,938
SARO_RS01910,Saro_0382,419819,420133,conjugal transfer protein TraR,314
SARO_RS01915,Saro_0383,420278,421420,hypothetical protein,1142
SARO_RS01920,Saro_0384,421508,422518,cation transporter,1010
SARO_RS01925,Saro_0385,422876,423853,serine hydrolase,977
SARO_RS01930,Saro_0386,423854,424543,DNA-binding response regulator,689
SARO_RS01935,Saro_0387,424543,426051,DUF4118 domain-containing protein,1508
SARO_RS01940,Saro_0388,426165,426689,peptidoglycan-associated lipoprotein Pal,524
SARO_RS01945,Saro_0389,426706,426993,hypothetical protein,287
SARO_RS01950,Saro_0390,427167,427850,protein TolQ,683
SARO_RS01955,Saro_0391,427850,428329,biopolymer transporter ExbD,479
SARO_RS01960,Saro_0392,428326,429432,hypothetical protein,1106
SARO_RS01965,Saro_0393,429429,430784,protein TolB 1,1355
SARO_RS01970,Saro_0394,431251,431793,DUF2062 domain-containing protein,542
SARO_RS01975,Saro_0395,431736,433526,hypothetical protein,1790
SARO_RS01980,Saro_0396,433539,434387,universal stress protein,848
SARO_RS01985,Saro_0397,434462,435793,ATPase,1331
SARO_RS01990,Saro_0398,435786,436460,TrkA family potassium uptake protein,674
SARO_RS01995,Saro_0399,436525,439260,carbonate dehydratase,2735
SARO_RS02000,Saro_0400,439359,440204,universal stress protein,845
SARO_RS02005,Saro_0401,440475,441857,serine protease,1382
SARO_RS02010,Saro_0402,441880,442653,membrane protein,773
SARO_RS02015,Saro_0403,442737,443264,hypothetical protein,527
SARO_RS02020,Saro_0404,443284,443673,DUF302 domain-containing protein,389
SARO_RS02025,Saro_0405,443690,445009,carboxylate transporter,1319
SARO_RS02030,NA,445233,446018,hypothetical protein,785
SARO_RS02035,Saro_0407,446037,447314,Na+/H+ antiporter NhaA 1,1277
SARO_RS02040,Saro_0408,447796,448563,sulfite exporter TauE/SafE family protein,767
SARO_RS02045,Saro_0409,448658,449185,hypothetical protein,527
SARO_RS02050,Saro_0410,449193,450791,L-aspartate oxidase,1598
SARO_RS02055,Saro_0411,451251,452222,ABC transporter ATP-binding protein,971
SARO_RS02060,Saro_0412,452294,452494,zinc-finger domain-containing protein,200
SARO_RS02065,Saro_0413,452563,454002,metalloprotease TldD,1439
SARO_RS02070,Saro_0414,454077,454475,glutathione-dependent formaldehyde-activating protein,398
SARO_RS02075,Saro_0415,454543,454965,hypothetical protein,422
SARO_RS02080,Saro_0416,455007,455561,N-acetyltransferase,554
SARO_RS02085,Saro_0417,455622,456746,flavodoxin-dependent (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase,1124
SARO_RS02090,Saro_0418,456748,457479,CPBP family intramembrane metalloprotease,731
SARO_RS02095,Saro_0419,457574,458338,YebC/PmpR family DNA-binding transcriptional regulator,764
SARO_RS02100,Saro_0420,458344,458694,hypothetical protein,350
SARO_RS02105,Saro_0421,458696,459172,crossover junction endodeoxyribonuclease RuvC,476
SARO_RS02110,Saro_0422,459269,459883,Holliday junction branch migration protein RuvA,614
SARO_RS02115,Saro_0423,459887,460915,Holliday junction branch migration DNA helicase RuvB,1028
SARO_RS20470,Saro_0424,461134,462072,PEP-CTERM sorting domain-containing protein,938
SARO_RS02125,Saro_0425,462232,464904,aconitate hydratase AcnA,2672
SARO_RS02130,Saro_0426,465142,466032,EamA/RhaT family transporter,890
SARO_RS02135,Saro_0427,466174,467673,L%2CD-transpeptidase,1499
SARO_RS02140,NA,467681,467896,hypothetical protein,215
SARO_RS02145,Saro_0428,467869,468492,twin-arginine translocation pathway signal protein,623
SARO_RS02150,Saro_0429,468544,469047,N-acetyltransferase,503
SARO_RS02155,Saro_0430,469082,469318,DUF2312 domain-containing protein,236
SARO_RS02160,Saro_0431,469415,469753,DUF1244 domain-containing protein,338
SARO_RS02165,Saro_0432,469777,471252,pyruvate kinase,1475
SARO_RS02170,Saro_0433,471309,471974,YggS family pyridoxal phosphate-dependent enzyme,665
SARO_RS02175,Saro_0434,471997,472533,thiamine monophosphate synthase,536
SARO_RS02180,Saro_0435,472628,475009,DNA translocase FtsK,2381
SARO_RS02185,Saro_0436,475017,475415,acyl-CoA thioesterase,398
SARO_RS02190,Saro_0437,475412,477487,S9 family peptidase,2075
SARO_RS02195,Saro_0438,477550,479349,aminopeptidase P family protein,1799
SARO_RS02200,Saro_0439,479405,479773,VOC family protein,368
SARO_RS02205,Saro_0440,480001,480681,calcium-binding EF-hand protein,680
SARO_RS02210,Saro_0441,480687,481424,DNA-binding response regulator,737
SARO_RS02215,Saro_0442,481428,482825,two-component sensor histidine kinase,1397
SARO_RS02220,Saro_0443,482963,485629,aminopeptidase N,2666
SARO_RS02225,Saro_0444,485699,487273,ATP-binding protein,1574
SARO_RS02230,Saro_0445,487393,489180,aminodeoxychorismate synthase%2C component I,1787
SARO_RS02235,Saro_0446,489185,490354,pyridoxal phosphate-dependent aminotransferase,1169
SARO_RS02240,Saro_0447,490351,491019,RNA pseudouridine synthase,668
SARO_RS02245,Saro_0448,491021,491434,aminoacyl-tRNA hydrolase,413
SARO_RS02250,Saro_0449,491483,492766,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,1283
SARO_RS02255,Saro_0450,492906,493802,UTP--glucose-1-phosphate uridylyltransferase,896
SARO_RS02260,Saro_0451,493816,494490,TetR/AcrR family transcriptional regulator,674
SARO_RS02265,Saro_0452,494678,495793,gfo/Idh/MocA family oxidoreductase,1115
SARO_RS02270,Saro_0453,495805,496860,sugar phosphate isomerase/epimerase,1055
SARO_RS02275,Saro_0454,497246,499669,TonB-dependent receptor,2423
SARO_RS02280,Saro_0455,499747,500358,thioredoxin family protein,611
SARO_RS02285,Saro_0456,500603,501355,electron transfer flavoprotein subunit beta/FixA family protein,752
SARO_RS02290,Saro_0457,501355,502287,electron transfer flavoprotein subunit alpha/FixB family protein,932
SARO_RS02295,Saro_0458,502454,503392,hypothetical protein,938
SARO_RS02300,Saro_0459,503393,503857,N-acetyltransferase,464
SARO_RS02305,Saro_0460,504045,504479,hypothetical protein,434
SARO_RS02310,Saro_0461,504527,505498,RDD family protein,971
SARO_RS02315,Saro_0462,505498,506568,membrane protein,1070
SARO_RS02320,Saro_0463,506565,507851,DUF58 domain-containing protein,1286
SARO_RS02325,Saro_0464,507890,508846,MoxR family ATPase,956
SARO_RS02330,Saro_0465,508864,510147,hypothetical protein,1283
SARO_RS02335,Saro_0466,510144,510803,hypothetical protein,659
SARO_RS02340,Saro_0467,510856,511746,prephenate dehydratase,890
SARO_RS02345,NA,511901,512791,cytochrome c family protein,890
SARO_RS02350,Saro_0469,512851,513276,transcriptional regulator,425
SARO_RS02355,Saro_0470,513332,513940,NAD(P)-dependent oxidoreductase,608
SARO_RS02360,Saro_0471,513974,514474,hypothetical protein,500
SARO_RS02365,Saro_0472,514536,515204,ribosomal RNA large subunit methyltransferase E,668
SARO_RS02370,Saro_0473,515201,516508,exopolyphosphatase,1307
SARO_RS02380,Saro_0474,516979,518454,twin-arginine translocation pathway signal protein,1475
SARO_RS02385,Saro_0475,518616,519611,aldo/keto reductase,995
SARO_RS02395,Saro_0477,520686,521564,LOG family protein,878
SARO_RS02400,Saro_0478,521569,522087,N-acetyltransferase,518
SARO_RS02405,Saro_0479,522072,522821,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase,749
SARO_RS02410,Saro_0480,522823,523047,DUF1272 domain-containing protein,224
SARO_RS02415,Saro_0481,523049,524386,phosphoglucosamine mutase,1337
SARO_RS02420,Saro_0482,524457,525746,dicarboxylate/amino acid:cation symporter,1289
SARO_RS02425,Saro_0483,525874,526488,superoxide dismutase,614
SARO_RS02430,Saro_0484,526476,527696,AI-2E family transporter,1220
SARO_RS02435,Saro_0485,527833,528441,DNA-directed RNA polymerase sigma-70 factor,608
SARO_RS02440,Saro_0487,528858,530525,histidine kinase,1667
SARO_RS02445,Saro_0488,530563,531360,response regulator,797
SARO_RS20070,Saro_0489,531406,531810,response regulator,404
SARO_RS02455,Saro_0490,531932,532702,Crp/Fnr family transcriptional regulator,770
SARO_RS02460,Saro_0491,532919,533383,response regulator,464
SARO_RS02465,Saro_0492,533476,534636,hypothetical protein,1160
SARO_RS02470,Saro_0493,534801,535892,fatty acid desaturase,1091
SARO_RS02475,Saro_0494,535912,536424,DUF2892 domain-containing protein,512
SARO_RS02480,Saro_0495,536474,537574,LPS export ABC transporter permease LptG,1100
SARO_RS02485,Saro_0496,537564,538808,LPS export ABC transporter permease LptF,1244
SARO_RS02490,Saro_0497,539046,539477,hypothetical protein,431
SARO_RS02495,Saro_0498,539558,539938,ATP-dependent Clp protease adapter ClpS,380
SARO_RS02500,Saro_0499,540114,540980,phasin,866
SARO_RS02505,Saro_0500,541124,543028,class I poly(R)-hydroxyalkanoic acid synthase,1904
SARO_RS02510,Saro_0501,543158,544357,pyridoxal phosphate-dependent aminotransferase,1199
SARO_RS02515,Saro_0502,544498,545304,enoyl-CoA hydratase,806
SARO_RS02520,Saro_0503,545339,546724,RNB domain-containing ribonuclease,1385
SARO_RS20475,Saro_0504,547296,547607,YHYH domain-containing protein,311
SARO_RS02530,NA,548134,548331,hypothetical protein,197
SARO_RS20490,NA,548866,549623,IS5/IS1182 family transposase,757
SARO_RS20490,NA,548866,549623,IS5/IS1182 family transposase,757
SARO_RS20495,NA,549846,549968,hypothetical protein,122
SARO_RS20505,Saro_0509,550240,550557,ferredoxin,317
SARO_RS02550,Saro_0510,550605,552242,NAD(P)/FAD-dependent oxidoreductase,1637
SARO_RS02555,Saro_0511,552466,553236,crotonase,770
SARO_RS02560,Saro_0512,553249,553995,3-oxoacyl-ACP reductase,746
SARO_RS02565,Saro_0513,554310,555392,5-exo-alcohol dehydrogenase,1082
SARO_RS02570,Saro_0514,555434,556699,cytochrome P450,1265
SARO_RS02575,Saro_0515,556696,557178,flavin reductase,482
SARO_RS02580,Saro_0516,557175,557762,TetR/AcrR family transcriptional regulator,587
SARO_RS02585,Saro_0517,557813,558748,SMP-30/gluconolactonase/LRE family protein,935
SARO_RS02590,Saro_0518,558851,559693,enoyl-CoA hydratase/isomerase family protein,842
SARO_RS02595,Saro_0519,559882,561576,long-chain fatty acid--CoA ligase,1694
SARO_RS02600,Saro_0520,561623,562768,3%2C4-dihydroxy-2-butanone-4-phosphate synthase,1145
SARO_RS02605,Saro_0521,562789,563454,TetR/AcrR family transcriptional regulator,665
SARO_RS02610,Saro_0522,563635,564759,LLM class flavin-dependent oxidoreductase,1124
SARO_RS02615,Saro_0523,564837,567248,TonB-dependent receptor,2411
SARO_RS20510,NA,567783,568085,FAD-dependent oxidoreductase,302
SARO_RS02620,Saro_0525,567941,568555,hypothetical protein,614
SARO_RS02625,Saro_0526,568755,570248,recombinase family protein,1493
SARO_RS02630,Saro_0527,570248,571147,chromosome partitioning protein ParB,899
SARO_RS02635,Saro_0528,571140,572099,RepB plasmid partition,959
SARO_RS20080,Saro_0530,573909,575255,hypothetical protein,1346
SARO_RS02645,Saro_0531,575338,576552,acyltransferase,1214
SARO_RS02650,Saro_0532,576491,577765,TetR/AcrR family transcriptional regulator,1274
SARO_RS02655,Saro_0533,577801,580191,arylsulfatase,2390
SARO_RS02660,Saro_0534,580304,582577,arylsulfatase,2273
SARO_RS02665,Saro_0535,582643,585204,TonB-dependent receptor,2561
SARO_RS02670,Saro_0536,585376,586290,formylglycine-generating enzyme family protein,914
SARO_RS02675,Saro_0537,586351,587277,LysR family transcriptional regulator,926
SARO_RS02680,Saro_0538,587562,588896,benzoate 1%2C2-dioxygenase subunit alpha,1334
SARO_RS02685,Saro_0539,588893,589378,benzoate 1%2C2-dioxygenase small subunit,485
SARO_RS02690,Saro_0540,589371,590162,1%2C6-dihydroxycyclohexa-2%2C4-diene-1-carboxylate dehydrogenase,791
SARO_RS02695,Saro_0541,590232,591146,LysR family transcriptional regulator,914
SARO_RS02700,Saro_0542,591233,592552,glycoside hydrolase family 1 protein,1319
SARO_RS02705,Saro_0543,592634,593659,UDP-glucose--hexose-1-phosphate uridylyltransferase,1025
SARO_RS02710,Saro_0544,593656,594798,galactokinase,1142
SARO_RS02715,Saro_0545,594815,597991,autotransporter domain-containing protein,3176
SARO_RS02720,Saro_0546,598289,598936,RNA polymerase sigma factor,647
SARO_RS02725,Saro_0547,598936,599712,hypothetical protein,776
SARO_RS02730,Saro_0548,599767,600258,asparaginase,491
SARO_RS02735,Saro_0549,600266,600691,GNAT family acetyltransferase,425
SARO_RS02740,Saro_0550,600682,602241,glutamine-hydrolyzing GMP synthase,1559
SARO_RS02745,Saro_0551,602665,603510,tRNA glutamyl-Q synthetase,845
SARO_RS02750,Saro_0552,603507,603737,hypothetical protein,230
SARO_RS02755,Saro_0553,603757,604317,ATP:cob(I)alamin adenosyltransferase,560
SARO_RS02760,Saro_0554,604391,605263,3-hydroxybutyryl-CoA dehydrogenase,872
SARO_RS02765,Saro_0555,605322,605684,hypothetical protein,362
SARO_RS02770,Saro_0556,605947,606279,hypothetical protein,332
SARO_RS02775,NA,606296,606475,hypothetical protein,179
SARO_RS02780,Saro_0557,606585,607016,nuclease,431
SARO_RS02785,Saro_0558,607023,607658,TetR/AcrR family transcriptional regulator,635
SARO_RS02790,Saro_0559,607830,609581,bifunctional metallophosphatase/5'-nucleotidase,1751
SARO_RS02795,Saro_0560,609600,610397,DUF1295 domain-containing protein,797
SARO_RS02800,Saro_0561,610390,611001,acyltransferase,611
SARO_RS02805,Saro_0562,611046,611723,hypothetical protein,677
SARO_RS02810,Saro_0563,611833,612276,DUF983 domain-containing protein,443
SARO_RS02815,Saro_0564,612277,612960,glutathione S-transferase,683
SARO_RS02820,Saro_0565,612965,613513,glutathione peroxidase,548
SARO_RS02825,Saro_0566,613531,614190,CoA transferase subunit B,659
SARO_RS02830,Saro_0567,614213,615103,hypothetical protein,890
SARO_RS02835,Saro_0568,615106,615816,CoA transferase subunit A,710
SARO_RS02840,Saro_0569,615911,616783,LysR family transcriptional regulator,872
SARO_RS02845,Saro_0570,616832,617476,haloacid dehalogenase,644
SARO_RS02850,Saro_0571,617619,618398,universal stress protein,779
SARO_RS20085,Saro_0572,618437,618913,hypothetical protein,476
SARO_RS02860,Saro_0573,619329,621647,ATPase AAA,2318
SARO_RS02865,Saro_0574,621723,623030,signal transduction histidine kinase,1307
SARO_RS02870,Saro_0575,623203,623337,50S ribosomal protein L34,134
SARO_RS02875,NA,623392,623862,ribonuclease P protein component,470
SARO_RS20515,Saro_0577,623859,624068,membrane protein insertion efficiency factor,209
SARO_RS02885,Saro_0578,624133,625935,membrane protein insertase YidC,1802
SARO_RS02890,Saro_0579,625932,626585,GTP-binding protein,653
SARO_RS02895,Saro_0580,626906,627580,glutathione S-transferase,674
SARO_RS02900,Saro_0581,627580,628707,succinyl-diaminopimelate desuccinylase,1127
SARO_RS02905,Saro_0582,628691,629266,DNA mismatch repair protein MutS,575
SARO_RS02910,Saro_0583,629263,630486,MltA,1223
SARO_RS02915,Saro_0584,630495,631238,Tim44 domain-containing protein,743
SARO_RS02920,Saro_0586,631473,631994,protein-export protein SecB,521
SARO_RS02925,Saro_0587,632025,633596,murein biosynthesis integral membrane protein MurJ,1571
SARO_RS02930,Saro_0588,633608,634627,tryptophan--tRNA ligase,1019
SARO_RS02935,Saro_0589,634798,635496,DUF4136 domain-containing protein,698
SARO_RS02940,Saro_0590,635565,636032,dUTP diphosphatase,467
SARO_RS02945,Saro_0591,636019,637206,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC,1187
SARO_RS02950,Saro_0592,637311,637709,hypothetical protein,398
SARO_RS02955,Saro_0593,637714,638733,acyltransferase,1019
SARO_RS02960,Saro_0594,638968,640527,2-polyprenylphenol 6-hydroxylase,1559
SARO_RS02965,Saro_0595,640532,641269,class I SAM-dependent methyltransferase,737
SARO_RS02970,Saro_0596,641330,642142,formamidopyrimidine-DNA glycosylase,812
SARO_RS02975,Saro_0597,642174,643280,4-hydroxyphenylpyruvate dioxygenase,1106
SARO_RS02980,Saro_0598,643436,643897,Lrp/AsnC family transcriptional regulator,461
SARO_RS02985,Saro_0599,644032,644970,LysR family transcriptional regulator,938
SARO_RS02990,Saro_0600,645059,645979,sterol desaturase,920
SARO_RS02995,Saro_0601,645976,647553,sulfotransferase family protein,1577
SARO_RS03000,Saro_0602,647570,647929,hypothetical protein,359
SARO_RS03005,Saro_0603,648049,648384,UrcA family protein,335
SARO_RS03010,Saro_0604,648439,649371,hypothetical protein,932
SARO_RS03015,Saro_0605,649374,651143,allophanate hydrolase,1769
SARO_RS03020,Saro_0606,651140,654733,urea carboxylase,3593
SARO_RS03025,Saro_0607,654730,655365,DUF1989 domain-containing protein,635
SARO_RS03030,Saro_0608,655382,656206,DUF1989 domain-containing protein,824
SARO_RS03035,Saro_0609,656203,656679,ribbon-helix-helix protein%2C CopG family,476
SARO_RS03040,Saro_0610,656681,657466,lauroyl acyltransferase,785
SARO_RS03045,Saro_0611,657484,658299,lipid kinase,815
SARO_RS03050,Saro_0612,658339,659421,lipid kinase,1082
SARO_RS03060,Saro_0613,660041,662467,TonB-dependent receptor,2426
SARO_RS03065,Saro_0614,662553,663497,hypothetical protein,944
SARO_RS03070,Saro_0615,663645,664640,sterol desaturase,995
SARO_RS03075,Saro_0616,664669,665286,hypothetical protein,617
SARO_RS03085,Saro_0617,665462,666613,site-specific integrase,1151
SARO_RS03090,Saro_0618,666617,666838,hypothetical protein,221
SARO_RS03095,Saro_0619,666842,667162,hypothetical protein,320
SARO_RS03100,Saro_0620,667159,667779,MT-A70,620
SARO_RS03105,Saro_0621,667779,668300,DNA repair protein MmcB-related protein,521
SARO_RS03110,Saro_0622,668297,668983,hypothetical protein,686
SARO_RS03115,Saro_0623,668987,669502,hypothetical protein,515
SARO_RS03120,Saro_0624,669506,669823,hypothetical protein,317
SARO_RS20090,Saro_0625,669827,671284,ParB-like nuclease,1457
SARO_RS03130,Saro_0626,671305,672378,hypothetical protein,1073
SARO_RS03135,Saro_0627,672375,672668,hypothetical protein,293
SARO_RS03140,Saro_0629,673218,673670,hypothetical protein,452
SARO_RS03145,Saro_0630,673793,674125,hypothetical protein,332
SARO_RS03150,Saro_0631,674200,674433,hypothetical protein,233
SARO_RS20525,Saro_0632,674523,675227,hypothetical protein,704
SARO_RS03160,Saro_0633,675176,675802,XRE family transcriptional regulator,626
SARO_RS03165,NA,675852,676139,hypothetical protein,287
SARO_RS03170,Saro_0635,676226,676456,hypothetical protein,230
SARO_RS03175,Saro_0636,676567,677037,hypothetical protein,470
SARO_RS03180,Saro_0637,677034,677600,hypothetical protein,566
SARO_RS03185,Saro_0638,677651,677956,hypothetical protein,305
SARO_RS03190,NA,677953,679200,DNA polymerase III subunit beta,1247
SARO_RS03200,NA,679275,681137,DNA primase,1862
SARO_RS03205,Saro_0642,681134,682756,Phage or plasmid primase P4-like,1622
SARO_RS03210,Saro_0643,683070,683543,hypothetical protein,473
